,workflow_created_date,workflow_id,url,workflow_id,build_flavor,composite,pw_test_project_name,pw_result_retry
1000147,2022-11-04 00:00:00+00:00,3396337601,https://github.com/Azure/communication-ui-library/actions/runs/3396337601,3396337601,beta,call,Desktop Chrome,1
1000146,2022-11-04 00:00:00+00:00,3396337601,https://github.com/Azure/communication-ui-library/actions/runs/3396337601,3396337601,beta,call,Desktop Chrome,0
